_id,Saglik Tesisi Adi,Ana Kategori,Alt Kategori,Ilce Adi,Mahalle Adi,ADRES,Latitude,Longitude
106,Diş Hekimi Mehmet Onbaşıoglu,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,BAĞLARBAŞI,Bağlarbaşı Cad. No:41 BAĞLARBAŞI/GAZİOSMANPAŞA,41.06061600000000311183612211607396602630615234375,28.9136629999999996698534232564270496368408203125
107,Pet Adrass Veteriner Kliniği,Sağlık,Veteriner,BAYRAMPAŞA,YENİDOĞAN,Atışalanı Cad. No:3 A YENİDOĞAN/BAYRAMPAŞA,41.03853199999999645797288394533097743988037109375,28.91209500000000076624928624369204044342041015625
108,Helix İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,BAYRAMPAŞA,İSMET PAŞA,Kenar Cad. No:75 -77A İSMET PAŞA/BAYRAMPAŞA,41.04224599999999867350197746418416500091552734375,28.903797000000000849695425131358206272125244140625
109,Zeytinburnu Yenidoğan Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,YENİDOĞAN,46. Sk. No:77 -79 YENİDOĞAN/ZEYTİNBURNU,40.99037799999999975852915667928755283355712890625,28.9062899999999984856913215480744838714599609375
110,Esenler Menderes Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,MENDERES,353. Sk. No:10 /1 MENDERES/ESENLER,41.042023999999997840859577991068363189697265625,28.8774599999999992405719240196049213409423828125
111,Zeytinburnu Gökalp Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,GÖKALP,35. Sk. No:14 A GÖKALP/ZEYTİNBURNU,40.9936790000000002009983290918171405792236328125,28.909335999999999700094122090376913547515869140625
112,Zeytinburnu Telsiz Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,TELSİZ,80. Camii Sk. No:11 A TELSİZ/ZEYTİNBURNU,40.99743099999999884630597080104053020477294921875,28.9128970000000009576979209668934345245361328125
113,Esenler 9 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,MENDERES,Piri Reis Cad. No:47 A MENDERES/ESENLER,41.0420620000000013760654837824404239654541015625,28.872612000000000165300662047229707241058349609375
114,Bakırköy Özel 360 Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAKIRKÖY,CEVİZLİK,Fahri Korutürk Cad. No:2 CEVİZLİK/BAKIRKÖY,40.97869399999999728834154666401445865631103515625,28.87448499999999995679900166578590869903564453125
115,Özel Bayrampaşa Psikoteknik Değerlendirme Merkezi,Sağlık,Psikoteknik Değerlendirme Merkezi,BAYRAMPAŞA,ALTINTEPSİ,Kazım Karabekir Cad. No:105 A ALTINTEPSİ/BAYRAMPAŞA,41.03838799999999764622771181166172027587890625,28.8958769999999987021510605700314044952392578125
116,Meyra Medikal,Sağlık,Medikal,BAKIRKÖY,ZEYTİNLİK,Fişekhane Cad. No:10 ZEYTİNLİK/BAKIRKÖY,40.97855700000000211957740248180925846099853515625,28.87376199999999926149030216038227081298828125
117,Diş Hekimi Ali Toncer,Sağlık,Diş Hekimi,EYÜPSULTAN,İSLAMBEY,Balcı Yokuşu No:4 İSLAMBEY/EYÜPSULTAN,41.04586599999999663168637198396027088165283203125,28.934404000000000678483047522604465484619140625
118,Odyovest İşitme Cihazları,Sağlık,İşitme Cihazı Satış ve Uygulama Merkezi,ESENLER,MİMAR SİNAN,77. Sk. No:1 A MİMAR SİNAN/ESENLER,41.0368610000000018089849618263542652130126953125,28.884046999999998917019183863885700702667236328125
119,Diş Hekimi Halil Dokuyucu,Sağlık,Diş Hekimi,BAKIRKÖY,CEVİZLİK,Fahri Korutürk Cad. No:26 CEVİZLİK/BAKIRKÖY,40.97972899999999896181179792620241641998291015625,28.874365000000000947011358221061527729034423828125
120,Gözüm Optik,Sağlık,Gözlükçü/Optik,BAKIRKÖY,ZEYTİNLİK,Fişekhane Cad. No:8 A ZEYTİNLİK/BAKIRKÖY,40.978442000000001144144334830343723297119140625,28.87384399999999828878571861423552036285400390625
121,Evren Profesyonel Gözlük Tamircisi,Sağlık,Gözlükçü/Optik,BAKIRKÖY,ZEYTİNLİK,Fişekhane Cad. No:10 ZEYTİNLİK/BAKIRKÖY,40.97849800000000186628312803804874420166015625,28.873785999999999063447830849327147006988525390625
122,Öztürk Medikal Ortopedi,Sağlık,Medikal,BAYRAMPAŞA,İSMET PAŞA,Kenar Cad. No:27 A İSMET PAŞA/BAYRAMPAŞA,41.0441670000000016216290532611310482025146484375,28.904652999999999707370079704560339450836181640625
123,Dinç Optik 2,Sağlık,Gözlükçü/Optik,ZEYTİNBURNU,BEŞTELSİZ,Semiha Şakir Cad. No:79 C BEŞTELSİZ/ZEYTİNBURNU,40.99791400000000152203938341699540615081787109375,28.90433399999999863894117879681289196014404296875
124,İBB Psikolojik Danışmanlık Merkezi,Sağlık,Belediye Sağlık Merkezi,BAYRAMPAŞA,YENİDOĞAN,Şar Sk. No:68 A YENİDOĞAN/BAYRAMPAŞA,41.04004499999999922010829322971403598785400390625,28.90969199999999972305886331014335155487060546875
125,Kent Optik,Sağlık,Gözlükçü/Optik,BAYRAMPAŞA,İSMET PAŞA,Kenar Cad. No:79 C İSMET PAŞA/BAYRAMPAŞA,41.04198199999999729925548308528959751129150390625,28.903676000000000811951395007781684398651123046875
126,3 A Dental Klinik,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,BAĞLARBAŞI,Bağlarbaşı Cad. No:2 BAĞLARBAŞI/GAZİOSMANPAŞA,41.059021999999998797648004256188869476318359375,28.91376199999999840883901924826204776763916015625
127,Bayrampaşa Devlet Hastanesi,Sağlık,Devlet Hastanesi,BAYRAMPAŞA,İSMET PAŞA,Kenar Cad. No:6 İSMET PAŞA/BAYRAMPAŞA,41.04146300000000024965629563666880130767822265625,28.903141000000001525904735899530351161956787109375
128,Özel Fizyodem Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BAYRAMPAŞA,ORTA,Demirkapı Cad. No:47 -49 ORTA/BAYRAMPAŞA,41.03706799999999788042259751819074153900146484375,28.909220000000001249418346560560166835784912109375
129,Göznur Optik,Sağlık,Gözlükçü/Optik,BAYRAMPAŞA,YENİDOĞAN,Özgür Sk. No:4 D YENİDOĞAN/BAYRAMPAŞA,41.0354540000000014288161764852702617645263671875,28.913374999999998493649400188587605953216552734375
130,New Mode Orta Doğu Medikal,Sağlık,Medikal,BAYRAMPAŞA,ORTA,Manyas Sk. No:15 A ORTA/BAYRAMPAŞA,41.033647000000001980879460461437702178955078125,28.916464000000001277612682315520942211151123046875
131,Müsekkin Terapi Fizyoterapi & Sağlıklı Yaşam Danışmanlık Merkezi,Sağlık,Doktor/Muayenehane,BAYRAMPAŞA,ALTINTEPSİ,Filiz Sk. No:186 ALTINTEPSİ/BAYRAMPAŞA,41.03535000000000110276232589967548847198486328125,28.8981959999999986621332936920225620269775390625
132,Enesim Optik,Sağlık,Gözlükçü/Optik,BAYRAMPAŞA,İSMET PAŞA,İsmet Paşa Cad. No:68 C İSMET PAŞA/BAYRAMPAŞA,41.0424620000000004438334144651889801025390625,28.9039089999999987412593327462673187255859375
133,Meliha Hasanoğlu,Sağlık,Diş Hekimi,GAZİOSMANPAŞA,BAĞLARBAŞI,Bağlarbaşı Cad. No:23 BAĞLARBAŞI/GAZİOSMANPAŞA,41.0597360000000008994902600534260272979736328125,28.913585999999998676912582595832645893096923828125
134,Vakıf Optik,Sağlık,Gözlükçü/Optik,BAYRAMPAŞA,YENİDOĞAN,Abdi İpekçi Cad. No:87 I YENİDOĞAN/BAYRAMPAŞA,41.0390900000000016234480426646769046783447265625,28.912227999999998928615241311490535736083984375
135,Bayrampaşa 2 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAYRAMPAŞA,YENİDOĞAN,Çakmak Sk. No:83 A YENİDOĞAN/BAYRAMPAŞA,41.03844500000000294903657049871981143951416015625,28.911314999999998320845406851731240749359130859375
136,Diş Hekimi Fatma Ataç (Türkkan),Sağlık,Diş Hekimi,BAYRAMPAŞA,MURATPAŞA,Kamil Cad. No:10 MURATPAŞA/BAYRAMPAŞA,41.0459000000000031604940886609256267547607421875,28.905630999999999630745151080191135406494140625
137,Diş Hekimi Alaattin Oral,Sağlık,Diş Hekimi,BAYRAMPAŞA,YENİDOĞAN,Sert Sk. No:18 B YENİDOĞAN/BAYRAMPAŞA,41.03631800000000140471456688828766345977783203125,28.913510999999999739884515292942523956298828125
138,Medi World Tıp Merkezi,Sağlık,Tıp Merkezi Özel,BAYRAMPAŞA,YENİDOĞAN,Abdi İpekçi Cad. No:46 A YENİDOĞAN/BAYRAMPAŞA,41.03797300000000092268237494863569736480712890625,28.912395000000000067075234255753457546234130859375
139,Özel Aksa Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,ÇIRPICI,Rüstem Balkan Sk. No:55 C ÇIRPICI/ZEYTİNBURNU,41.00024700000000166255631484091281890869140625,28.89817000000000035697667044587433338165283203125
140,Diş Hekimi Rüştü Can,Sağlık,Diş Hekimi,ESENLER,MİMAR SİNAN,Davutpaşa Cad. No:31 MİMAR SİNAN/ESENLER,41.03568299999999879901224630884826183319091796875,28.88414099999999962165020406246185302734375
141,Gültekin Optik,Sağlık,Gözlükçü/Optik,ESENLER,FEVZİ ÇAKMAK,1105. Sk. No:62 B FEVZİ ÇAKMAK/ESENLER,41.039613000000002784872776828706264495849609375,28.882718000000000557747625862248241901397705078125
142,Eyüp Sultan 16 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,EYÜPSULTAN,RAMİ YENİ,Reşadiye Cad. No:29 A RAMİ YENİ/EYÜPSULTAN,41.05320100000000138606992550194263458251953125,28.91550099999999901001501712016761302947998046875
143,Özel Amethyst Çok Amaçlı Diş Protez Laboratuvarı,Sağlık,Diş Laboratuvarı,EYÜPSULTAN,RAMİ YENİ,Havuzbaşı Sk. No:74 A RAMİ YENİ/EYÜPSULTAN,41.05414300000000338286554324440658092498779296875,28.91611400000000031695890356786549091339111328125
144,Diş Hekimi Ali Gürlek,Sağlık,Diş Hekimi,BAĞCILAR,YAVUZ SELİM,1098. Sk. No:1 YAVUZ SELİM/BAĞCILAR,41.04272300000000228692442760802805423736572265625,28.847798999999998414978108485229313373565673828125
145,Güngören Ağız ve Diş Sağlığı Merkezi Esenler Diş Polikliniği,Sağlık,Ağız Diş Sağlığı Merkezi,ESENLER,NİNE HATUN,163. Sk. No:1 /7 NİNE HATUN/ESENLER,41.03750600000000048339643399231135845184326171875,28.879819999999998714201865368522703647613525390625
146,Dentagross Zeytinburnu,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,MERKEZEFENDİ,Gümüşsuyu Davutpaşa Cad. No:76 A MERKEZEFENDİ/ZEYTİNBURNU,41.01254999999999739657141617499291896820068359375,28.90992299999999914916770649142563343048095703125
147,Diş Hekimi Kezban Çiftçi,Sağlık,Diş Hekimi,BAĞCILAR,ÇINAR,748. Sk. No:25 ÇINAR/BAĞCILAR,41.0380030000000033396645449101924896240234375,28.87097899999999839337760931812226772308349609375
148,Medikal ve Ortopedi Ürünleri,Sağlık,Medikal,ZEYTİNBURNU,SÜMER,Adnan Kahveci Sk. No:28 A SÜMER/ZEYTİNBURNU,40.984026999999997542545315809547901153564453125,28.896100000000000562749846721999347209930419921875
149,Diyetisyen Ahmet Kaya,Sağlık,Diyetisyen,BAKIRKÖY,CEVİZLİK,Fahri Korutürk Cad. No:16 CEVİZLİK/BAKIRKÖY,40.979433000000000220097717829048633575439453125,28.874407999999998963858161005191504955291748046875
150,Bağcılar Fatih Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,BAĞCILAR,FATİH,Cami Cad. No:28 FATİH/BAĞCILAR,41.052007000000003245077095925807952880859375,28.84328500000000161662683240137994289398193359375
151,Özel Plaza Diş,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,BEŞTELSİZ,Rauf Denktaş Cad. No:43 -45 BEŞTELSİZ/ZEYTİNBURNU,41.002194000000002915840013884007930755615234375,28.90420900000000159479895955882966518402099609375
152,Zeytinburnu Veliefendi Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,VELİEFENDİ,Hakşinaz Sk. No:20 -22 VELİEFENDİ/ZEYTİNBURNU,40.997399000000001478838385082781314849853515625,28.8979649999999992360244505107402801513671875
153,Diş Hekimi Hasan Göktaş,Sağlık,Diş Hekimi,ESENLER,FATİH,223. Sk. No:1 FATİH/ESENLER,41.03951599999999899637259659357368946075439453125,28.869755000000001388116288580931723117828369140625
154,Tan Gözlük Sanayi,Sağlık,Gözlükçü/Optik,BAĞCILAR,MAHMUTBEY,2422. Sk. No:61 MAHMUTBEY/BAĞCILAR,41.0653870000000011941665434278547763824462890625,28.82703599999999966030372888781130313873291015625
155,Özel 3B Dent Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,CANKURTARAN,Amiral Taftil Sk. No:12 CANKURTARAN/FATİH,41.004649000000000569343683309853076934814453125,28.9800520000000005893525667488574981689453125
156,Diş Hekimi Rıfat Yıldız,Sağlık,Diş Hekimi,FATİH,CANKURTARAN,Mimar Mehmetağa Cad. No:29 CANKURTARAN/FATİH,41.0046320000000008576535037718713283538818359375,28.979800999999998367684383993037045001983642578125
157,Özel Avrasya Hastanesi,Sağlık,Özel Hastane,ZEYTİNBURNU,BEŞTELSİZ,101. Sk. No:107 BEŞTELSİZ/ZEYTİNBURNU,41.00326100000000195677785086445510387420654296875,28.9070439999999990732248988933861255645751953125
158,Özel Güney Hastanesi,Sağlık,Özel Hastane,ESENLER,MENDERES,Kazım Karabekir Cad. No:3 MENDERES/ESENLER,41.04381000000000057070792536251246929168701171875,28.879521000000000441332304035313427448272705078125
159,Gözde Medikal,Sağlık,Medikal,ESENLER,MENDERES,Piri Reis Cad. No:9 B MENDERES/ESENLER,41.03951500000000152112988871522247791290283203125,28.8742790000000013606040738523006439208984375
160,Çırpıcı Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,ÇIRPICI,2. Taşocağı Sk. No:20 A ÇIRPICI/ZEYTİNBURNU,40.99982700000000335194272338412702083587646484375,28.896163999999998850398696959018707275390625
161,Duha Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,GÜVEN,İnönü Cad. No:32 A GÜVEN/GÜNGÖREN,41.0118599999999986494003678672015666961669921875,28.873287000000001256694304174743592739105224609375
162,Garanti Sağlık Merkezi,Sağlık,Tıp Merkezi Özel,BAKIRKÖY,CEVİZLİK,Hatboyu Çıkışı Sk. No:8 CEVİZLİK/BAKIRKÖY,40.98038100000000127920429804362356662750244140625,28.874542999999999182136889430694282054901123046875
163,Özel Zeytinburnu Ağız ve Diş Sağlığı Polikliniği,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,TELSİZ,85. Cad. No:30 A TELSİZ/ZEYTİNBURNU,40.998682999999999765350366942584514617919921875,28.91077599999999847568687982857227325439453125
164,Rota Veteriner Kliniği,Sağlık,Veteriner,EYÜPSULTAN,RAMİ YENİ,Reşadiye Cad. No:72 RAMİ YENİ/EYÜPSULTAN,41.05121799999999865349309402517974376678466796875,28.91794900000000012596501619555056095123291015625
165,Mora Optik,Sağlık,Gözlükçü/Optik,FATİH,ZEYREK,Kıztaşı Cad. No:30 A ZEYREK/FATİH,41.01671999999999940200723358429968357086181640625,28.95150699999999943656803225167095661163330078125
166,Diş Hekimi İlyas Oğur,Sağlık,Diş Hekimi,ZEYTİNBURNU,VELİEFENDİ,Semiha Şakir Cad. No:9 -11 VELİEFENDİ/ZEYTİNBURNU,40.995215000000001737134880386292934417724609375,28.902288999999999674628270440734922885894775390625
167,Betül Şimşek Uzman Klinik Psikolog,Sağlık,Psikologlar,BAĞCILAR,ÇINAR,Esenler Cad. No:33 ÇINAR/BAĞCILAR,41.03476599999999763213054393418133258819580078125,28.866837000000000301724867313168942928314208984375
168,Esenler Hekimbaşı Yusuf Sinan Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,FATİH,Aksaray Cad. No:9 A FATİH/ESENLER,41.0393270000000001118678483180701732635498046875,28.86986399999999974852471495978534221649169921875
169,Diş Hekimi Rüstem Beyazay,Sağlık,Diş Hekimi,GÜNGÖREN,GÜVEN,İlkyuva Cad. No:46 A GÜVEN/GÜNGÖREN,41.01368000000000080262907431460916996002197265625,28.87149000000000143018041853792965412139892578125
170,Diş Hekimi Serdar Güler,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,İnönü Cad. No:99 NİNE HATUN/ESENLER,41.03869300000000208683559321798384189605712890625,28.87490100000000126101440400816500186920166015625
171,Medikal Yedikule,Sağlık,Medikal,ZEYTİNBURNU,TELSİZ,Asım Kazancıgil Cad. No:5 A TELSİZ/ZEYTİNBURNU,41.00067899999999809779183124192059040069580078125,28.915186999999999528654370806179940700531005859375
172,Diş Hekimi Bekir Duman,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,İnönü Cad. No:77 /1 NİNE HATUN/ESENLER,41.03903799999999790770743857137858867645263671875,28.876380000000001047055775416083633899688720703125
173,Diş Hekimi Babek Zaman,Sağlık,Diş Hekimi,ESENLER,MENDERES,İnönü Cad. No:96 MENDERES/ESENLER,41.03863299999999725287125329487025737762451171875,28.8731140000000010559233487583696842193603515625
174,Zeytinburnu 2No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,GÖKALP,58/4. Sk. No:6 B GÖKALP/ZEYTİNBURNU,40.99115400000000164482116815634071826934814453125,28.904174999999998618704921682365238666534423828125
175,Şahmar Optik,Sağlık,Gözlükçü/Optik,EYÜPSULTAN,RAMİ CUMA,Bosna Cad. No:22 A RAMİ CUMA/EYÜPSULTAN,41.049183999999996785845723934471607208251953125,28.921344000000001273065208806656301021575927734375
176,Yılmaz Optik,Sağlık,Gözlükçü/Optik,ZEYTİNBURNU,GÖKALP,54/2. Sk. No:7 B GÖKALP/ZEYTİNBURNU,40.9937850000000025829649530351161956787109375,28.904343999999998260364009183831512928009033203125
177,Esenler Ertuğrul Gazi Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,KAZIM KARABEKİR,1052. Sk. No:1 A KAZIM KARABEKİR/ESENLER,41.04325200000000251066012424416840076446533203125,28.87408599999999836427377886138856410980224609375
178,Şener Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,GÜVEN,İnönü Cad. No:22 A GÜVEN/GÜNGÖREN,41.01105700000000098270902526564896106719970703125,28.87391600000000124737198348157107830047607421875
179,Asır Psikoteknik Değerlendirme Merkezi,Sağlık,Psikoteknik Değerlendirme Merkezi,ZEYTİNBURNU,GÖKALP,37. Sk. No:41 GÖKALP/ZEYTİNBURNU,40.99458200000000118734533316455781459808349609375,28.908647999999999456122168339788913726806640625
180,Diş Hekimi Görkem Özbilen,Sağlık,Diş Hekimi,ZEYTİNBURNU,ÇIRPICI,Prof. Dr. Turan Güneş Cad. No:153 A ÇIRPICI/ZEYTİNBURNU,41.00028400000000061709215515293180942535400390625,28.894456999999999169403963605873286724090576171875
181,Güngören Sancaktepe Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,GÜNGÖREN,MERKEZ,Geyik Sk. No:1 A MERKEZ/GÜNGÖREN,41.02306800000000208683559321798384189605712890625,28.8768859999999989440766512416303157806396484375
182,Özel Dişlife Ağız ve Diş Sağlığı Merkezi,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,GÖKALP,Prof. Dr. Muammer Aksoy Cad. No:23 A GÖKALP/ZEYTİNBURNU,40.99436200000000241061570704914629459381103515625,28.910495999999998417706592590548098087310791015625
183,Esenler 12'No'lu Aile Sağlık Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,NİNE HATUN,Aziziye Cad. No:33 B NİNE HATUN/ESENLER,41.03553600000000045611159293912351131439208984375,28.87971999999999894725988269783556461334228515625
184,Hekimbaşı İsa Efendi Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ZEYTİNBURNU,TELSİZ,85/2. Sk. No:24 A TELSİZ/ZEYTİNBURNU,41.00077999999999889269020059145987033843994140625,28.913962999999998970679371268488466739654541015625
185,Ece Medikal,Sağlık,Medikal,ZEYTİNBURNU,TELSİZ,Balıklı Kazlıçeşme Yolu Sk. No:29 A TELSİZ/ZEYTİNBURNU,40.99742599999999725923771620728075504302978515625,28.915289000000001351509126834571361541748046875
186,Zeytinburnu Erikli Diyaliz Merkezi,Sağlık,Diyaliz Merkezi Özel,ZEYTİNBURNU,TELSİZ,69/1. Sk. No:2 TELSİZ/ZEYTİNBURNU,40.99489899999999664714778191410005092620849609375,28.91190399999999982583176461048424243927001953125
187,Diş Hekimi Dr.Berkay Çelik,Sağlık,Diş Hekimi,ZEYTİNBURNU,TELSİZ,Belediye Cad. No:18 A TELSİZ/ZEYTİNBURNU,40.995237000000003035893314518034458160400390625,28.91094100000000111094777821563184261322021484375
188,Esenler Özel Sağlık Kabini,Sağlık,Sağlık Kabini Özel,ESENLER,NİNE HATUN,Mercan Cad. No:29 A NİNE HATUN/ESENLER,41.036507000000000289219315163791179656982421875,28.879225000000001699618223938159644603729248046875
189,Esenler 8 No'lu Aile Sağlığı Merkezi,Sağlık,Aile Sağlığı Merkezi,ESENLER,FATİH,287. Sk. No:30 A FATİH/ESENLER,41.043621000000001686203177087008953094482421875,28.86292900000000116733644972555339336395263671875
190,Zeytin Sağlık Ürünleri,Sağlık,Ecza Deposu,ZEYTİNBURNU,TELSİZ,Balıklı Kazlıçeşme Yolu Sk. No:5 B TELSİZ/ZEYTİNBURNU,40.99633000000000038198777474462985992431640625,28.915158000000001692342266323976218700408935546875
191,Diş Hekimi Kumral Sarıkaya,Sağlık,Diş Hekimi,BAKIRKÖY,CEVİZLİK,Hatboyu Çıkışı Sk. No:20 CEVİZLİK/BAKIRKÖY,40.98064600000000012869350030086934566497802734375,28.8755239999999986366674420423805713653564453125
192,Diş Hekimi Beşir Tahiroğlu,Sağlık,Diş Hekimi,ZEYTİNBURNU,GÖKALP,260. Sk. No:2 GÖKALP/ZEYTİNBURNU,40.99290599999999784586179885081946849822998046875,28.903649000000001478838385082781314849853515625
193,S.B.Ü.Bakırköy Prof. Dr. Mazhar Osman,Sağlık,Doktor/Muayenehane,GÜNGÖREN,GENÇOSMAN,Yeşim Sk. No:1 GENÇOSMAN/GÜNGÖREN,41.03166300000000177305992110632359981536865234375,28.8769199999999983674570103175938129425048828125
194,Ailem Dental Ağız ve Diş Sağlığı Polikliniği,Sağlık,Ağız Diş Sağlığı Merkezi,KAĞITHANE,NURTEPE,Arı Cad. No:1 A NURTEPE/KAĞITHANE,41.080140999999997575287125073373317718505859375,28.96448600000000084264684119261801242828369140625
195,Deniz Optik,Sağlık,Gözlükçü/Optik,GÜNGÖREN,MERKEZ,Ufuk Cad. No:2 B MERKEZ/GÜNGÖREN,41.0249620000000021491359802894294261932373046875,28.87280700000000166483005159534513950347900390625
196,Diş Hekimi Mustafa Güven,Sağlık,Diş Hekimi,ESENLER,NİNE HATUN,118. Sk. No:1 A NİNE HATUN/ESENLER,41.0335759999999964975359034724533557891845703125,28.882836000000001064336174749769270420074462890625
